date,airline,flight_number,origin,destination,origin_country,destination_country,origin_region,destination_region,aircraft_type,passengers_affected,reason
2026-05-10,Korean Air,KO2893,Sydney,Dubai,Australia,UAE,Asia Pacific,Middle East,Airbus A350-900,82,Temporary corridor suspension — safety bulletin
2026-05-10,Air Algerie,AI210,Johannesburg,Dubai,South Africa,UAE,Africa,Middle East,Boeing 787-10 Dreamliner,137,Temporary corridor suspension — safety bulletin
2026-05-10,Garuda Indonesia,GA1287,Hanoi,Dubai,Vietnam,UAE,Asia Pacific,Middle East,Airbus A380-800,263,Insurance restriction — war zone
2026-05-10,Korean Air,KO7080,Shanghai,Dubai,China,UAE,Asia Pacific,Middle East,Boeing 787-9 Dreamliner,107,Airport closure — military activity
2026-05-10,Aeroflot,AE858,São Paulo,Doha,Brazil,Qatar,Latin America,Middle East,Airbus A340-600,417,Crew safety — company policy
2026-05-10,South African Airways,SO1486,Islamabad,Riyadh,Pakistan,Saudi Arabia,South Asia,Middle East,Airbus A340-600,333,Crew safety — company policy
2026-05-10,LATAM Airlines,LA4029,London,Toronto,UK,Canada,Europe,North America,Airbus A330-300,387,Security risk — conflict zone
2026-05-11,Saudi Arabian Airlines,SA1762,London,Nairobi,UK,Kenya,Europe,Africa,Boeing 787-9 Dreamliner,191,Diplomatic advisory — do not fly
2026-05-11,Iran Air,IR7941,Dubai,Kuala Lumpur,UAE,Malaysia,Middle East,Asia Pacific,Boeing 787-10 Dreamliner,333,Temporary corridor suspension — safety bulletin
2026-05-11,Air Arabia,AI8037,Madrid,Doha,Spain,Qatar,Europe,Middle East,Airbus A320neo,185,Diplomatic advisory — do not fly
2026-05-11,China Eastern,CH5974,Delhi,Istanbul,India,Turkey,South Asia,Middle East,Boeing 737 MAX 8,123,Crew safety — company policy
2026-05-11,Oman Air,OM1028,Cairo,Kuwait City,Egypt,Kuwait,North Africa,Middle East,Boeing 737-800,168,Insurance restriction — war zone
2026-05-11,Finnair,FI1491,Riyadh,Islamabad,Saudi Arabia,Pakistan,Middle East,South Asia,Airbus A330-300,273,Insurance restriction — war zone
2026-05-11,TAP Air Portugal,TA197,Tehran,Beijing,Iran,China,Middle East,Asia Pacific,Boeing 737 MAX 8,255,Security risk — conflict zone
2026-05-11,Iran Air,IR4688,London,Kuala Lumpur,UK,Malaysia,Europe,Asia Pacific,Boeing 787-10 Dreamliner,139,ATC flow restrictions — congestion
2026-05-11,ANA,AN465,Kuala Lumpur,London,Malaysia,UK,Asia Pacific,Europe,Boeing 737-800,152,Crew duty-time exceedance after long reroutes
2026-05-11,LATAM Airlines,LA6884,London,Kuwait City,UK,Kuwait,Europe,Middle East,Airbus A320neo,409,Diplomatic advisory — do not fly
2026-05-11,Air New Zealand,AI4091,Dubai,Vancouver,UAE,Canada,Middle East,North America,Airbus A321neo,196,Temporary corridor suspension — safety bulletin
2026-05-11,Wizz Air,WI4155,Addis Ababa,Dubai,Ethiopia,UAE,Africa,Middle East,Boeing 777-300ER,293,Fuel supply disruption
2026-05-11,Japan Airlines,JA6036,Doha,São Paulo,Qatar,Brazil,Middle East,Latin America,Boeing 737 MAX 8,295,Airport closure — military activity
2026-05-11,Aeroflot,AE294,Paris,Doha,France,Qatar,Europe,Middle East,Airbus A380-800,149,Airspace closure — NOTAM
2026-05-11,Qatar Airways,QA187,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Boeing 737 MAX 8,153,Security risk — conflict zone
2026-05-11,flynas,FL3296,Dubai,Addis Ababa,UAE,Ethiopia,Middle East,Africa,Airbus A321neo,356,Airspace closure — NOTAM
2026-05-11,American Airlines,AM9665,London,Muscat,UK,Oman,Europe,Middle East,Airbus A321neo,134,ATC flow restrictions — congestion
2026-05-12,Qatar Airways,QA2787,London,Beijing,UK,China,Europe,Asia Pacific,Boeing 777-300ER,133,Airspace closure — NOTAM
2026-05-12,Atlas Air,AT5077,Moscow,Tehran,Russia,Iran,Europe,Middle East,Boeing 737 MAX 8,240,Diplomatic advisory — do not fly
2026-05-12,EgyptAir,EG8104,Bahrain,Dubai,Bahrain,UAE,Middle East,Middle East,Airbus A330-300,440,Government travel ban
2026-05-12,Avianca,AV2264,Doha,London,Qatar,UK,Middle East,Europe,Airbus A330-300,82,ATC flow restrictions — congestion
2026-05-12,Cathay Pacific,CA1112,Singapore,London,Singapore,UK,Asia Pacific,Europe,Boeing 777-200LR,163,Airport closure — military activity
2026-05-12,Gulf Air,GU725,London,Los Angeles,UK,USA,Europe,North America,Airbus A321neo,295,ATC flow restrictions — congestion
2026-05-12,Asiana Airlines,AS3195,London,Sydney,UK,Australia,Europe,Asia Pacific,Airbus A320neo,291,Airport closure — military activity
2026-05-12,Oman Air,OM3450,London,Santiago,UK,Chile,Europe,Latin America,Boeing 787-10 Dreamliner,113,Fuel supply disruption
2026-05-12,Cathay Pacific,CA9153,Bahrain,London,Bahrain,UK,Middle East,Europe,Airbus A321neo,238,Insurance restriction — war zone
2026-05-12,Saudi Arabian Airlines,SA1033,Santiago,London,Chile,UK,Latin America,Europe,Airbus A320neo,257,Government travel ban
2026-05-12,Cathay Pacific,CA8869,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Airbus A380-800,293,ATC flow restrictions — congestion
2026-05-12,Garuda Indonesia,GA7823,Bahrain,London,Bahrain,UK,Middle East,Europe,Boeing 787-9 Dreamliner,149,Government travel ban
2026-05-12,Copa Airlines,CO4493,London,Beijing,UK,China,Europe,Asia Pacific,Airbus A330-300,384,Fuel supply disruption
2026-05-12,Aeroflot,AE9382,Beijing,Tehran,China,Iran,Asia Pacific,Middle East,Boeing 787-10 Dreamliner,145,Diplomatic advisory — do not fly
2026-05-12,Copa Airlines,CO5836,Sydney,Singapore,Australia,Singapore,Asia Pacific,Asia Pacific,Airbus A330-300,285,Airport closure — military activity
2026-05-12,Gulf Air,GU4591,Addis Ababa,London,Ethiopia,UK,Africa,Europe,Airbus A321neo,322,Crew safety — company policy
2026-05-12,Air India,AI4399,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Boeing 737 MAX 8,366,Security risk — conflict zone
2026-05-12,Copa Airlines,CO3680,Doha,Addis Ababa,Qatar,Ethiopia,Middle East,Africa,Boeing 777-200LR,97,Temporary corridor suspension — safety bulletin
2026-05-12,Japan Airlines,JA8045,Los Angeles,London,USA,UK,North America,Europe,Boeing 777-300ER,249,Airspace closure — NOTAM
2026-05-12,Air Arabia,AI7484,Johannesburg,Dubai,South Africa,UAE,Africa,Middle East,Boeing 737-800,185,Temporary corridor suspension — safety bulletin
2026-05-12,Copa Airlines,CO4646,Mumbai,Dubai,India,UAE,South Asia,Middle East,Boeing 737-800,101,Security risk — conflict zone
2026-05-12,Asiana Airlines,AS577,Helsinki,Dubai,Finland,UAE,Europe,Middle East,Boeing 787-9 Dreamliner,200,Crew safety — company policy
2026-05-12,Thai Airways,TH853,London,São Paulo,UK,Brazil,Europe,Latin America,Boeing 737-800,177,Diplomatic advisory — do not fly
2026-05-12,flydubai,FL5127,Singapore,Auckland,Singapore,New Zealand,Asia Pacific,Asia Pacific,Boeing 777-200LR,410,ATC flow restrictions — congestion
2026-05-12,Royal Air Maroc,RO5001,Cairo,Kuwait City,Egypt,Kuwait,North Africa,Middle East,Airbus A321neo,322,Fuel supply disruption
2026-05-12,Qantas,QA8867,Beirut,Paris,Lebanon,France,Middle East,Europe,Airbus A330-300,186,Crew duty-time exceedance after long reroutes
2026-05-12,Delta Air Lines,DE134,Dubai,Cairo,UAE,Egypt,Middle East,North Africa,Airbus A380-800,226,Security risk — conflict zone
2026-05-12,DHL Aviation,DH4255,Dubai,Addis Ababa,UAE,Ethiopia,Middle East,Africa,Airbus A321neo,374,Crew duty-time exceedance after long reroutes
2026-05-13,Air China,AI6293,Beirut,Paris,Lebanon,France,Middle East,Europe,Airbus A380-800,335,Security risk — conflict zone
2026-05-13,Etihad Airways,ET1394,Ho Chi Minh City,Doha,Vietnam,Qatar,Asia Pacific,Middle East,Airbus A321neo,277,Airport closure — military activity
2026-05-13,Lufthansa,LU573,Vancouver,Dubai,Canada,UAE,North America,Middle East,Airbus A330-300,203,Crew safety — company policy
2026-05-13,DHL Aviation,DH2916,Doha,Moscow,Qatar,Russia,Middle East,Europe,Airbus A321neo,151,Insurance restriction — war zone
2026-05-13,LOT Polish Airlines,LO4628,Dubai,Paris,UAE,France,Middle East,Europe,Airbus A321neo,163,ATC flow restrictions — congestion
2026-05-13,South African Airways,SO4972,Sydney,Singapore,Australia,Singapore,Asia Pacific,Asia Pacific,Boeing 737-800,308,Crew duty-time exceedance after long reroutes
2026-05-13,SAS,SA9958,Seoul,Dubai,South Korea,UAE,Asia Pacific,Middle East,Boeing 777-200LR,360,Airport closure — military activity
2026-05-13,Kuwait Airways,KU5010,Toronto,Dubai,Canada,UAE,North America,Middle East,Airbus A330-300,81,Diplomatic advisory — do not fly
2026-05-13,Thai Airways,TH5640,Tehran,Moscow,Iran,Russia,Middle East,Europe,Airbus A340-600,267,Diplomatic advisory — do not fly
2026-05-13,South African Airways,SO7434,Islamabad,Dubai,Pakistan,UAE,South Asia,Middle East,Airbus A350-900,229,Insurance restriction — war zone
2026-05-13,Ryanair,RY7991,Doha,Shanghai,Qatar,China,Middle East,Asia Pacific,Boeing 777-300ER,96,Crew duty-time exceedance after long reroutes
2026-05-13,Thai Airways,TH7464,Seoul,London,South Korea,UK,Asia Pacific,Europe,Airbus A380-800,439,Insurance restriction — war zone
2026-05-13,Emirates SkyCargo,EM2632,Dubai,Bangkok,UAE,Thailand,Middle East,Asia Pacific,Boeing 787-9 Dreamliner,407,Diplomatic advisory — do not fly
2026-05-13,EgyptAir,EG9450,Riyadh,London,Saudi Arabia,UK,Middle East,Europe,Boeing 737-800,358,Airport closure — military activity
2026-05-13,China Southern,CH5846,Singapore,London,Singapore,UK,Asia Pacific,Europe,Airbus A340-600,208,Airspace closure — NOTAM
2026-05-13,Swiss International Air Lines,SW3152,Toronto,Doha,Canada,Qatar,North America,Middle East,Boeing 787-10 Dreamliner,261,Airspace closure — NOTAM
2026-05-13,LOT Polish Airlines,LO5629,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Boeing 787-10 Dreamliner,339,Temporary corridor suspension — safety bulletin
2026-05-13,Azul Brazilian Airlines,AZ1576,Shanghai,Doha,China,Qatar,Asia Pacific,Middle East,Airbus A350-900,230,Crew duty-time exceedance after long reroutes
2026-05-13,flydubai,FL510,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Airbus A380-800,170,Government travel ban
2026-05-13,Lufthansa,LU5826,Moscow,Doha,Russia,Qatar,Europe,Middle East,Airbus A330-300,206,Temporary corridor suspension — safety bulletin
2026-05-13,Air India,AI4546,Sydney,Singapore,Australia,Singapore,Asia Pacific,Asia Pacific,Airbus A320neo,410,Diplomatic advisory — do not fly
2026-05-13,Iran Air,IR8802,Johannesburg,Dubai,South Africa,UAE,Africa,Middle East,Airbus A330-300,192,Airspace closure — NOTAM
2026-05-13,Kenya Airways,KE3502,Delhi,Istanbul,India,Turkey,South Asia,Middle East,Boeing 787-9 Dreamliner,301,Fuel supply disruption
2026-05-13,United Airlines,UN9160,Riyadh,New York,Saudi Arabia,USA,Middle East,North America,Airbus A321neo,236,Airport closure — military activity
2026-05-13,Korean Air,KO8970,Doha,Chicago,Qatar,USA,Middle East,North America,Airbus A321neo,352,Airspace closure — NOTAM
2026-05-13,flynas,FL6499,Tehran,Moscow,Iran,Russia,Middle East,Europe,Airbus A321neo,449,ATC flow restrictions — congestion
2026-05-13,Singapore Airlines,SI3479,Dubai,Santiago,UAE,Chile,Middle East,Latin America,Airbus A350-900,109,Security risk — conflict zone
2026-05-13,Thai Airways,TH6246,London,Riyadh,UK,Saudi Arabia,Europe,Middle East,Airbus A320neo,100,Airspace closure — NOTAM
2026-05-13,EgyptAir,EG2381,Frankfurt,Dubai,Germany,UAE,Europe,Middle East,Boeing 777-300ER,258,Security risk — conflict zone
2026-05-14,Korean Air,KO205,London,Kuala Lumpur,UK,Malaysia,Europe,Asia Pacific,Boeing 777-200LR,102,Government travel ban
2026-05-14,Air New Zealand,AI2502,Riyadh,Cairo,Saudi Arabia,Egypt,Middle East,North Africa,Boeing 777-300ER,174,Temporary corridor suspension — safety bulletin
2026-05-14,FedEx Express,FE2262,New York,Dubai,USA,UAE,North America,Middle East,Boeing 777-300ER,358,Airspace closure — NOTAM
2026-05-14,Qatar Airways,QA6225,Dubai,Mumbai,UAE,India,Middle East,South Asia,Boeing 737 MAX 8,184,Fuel supply disruption
2026-05-14,Royal Air Maroc,RO4771,Hanoi,Dubai,Vietnam,UAE,Asia Pacific,Middle East,Boeing 777-300ER,127,Temporary corridor suspension — safety bulletin
2026-05-14,British Airways,BR7602,Paris,Casablanca,France,Morocco,Europe,Africa,Boeing 777-200LR,403,Airport closure — military activity
2026-05-14,Emirates,EM8354,Dubai,Hanoi,UAE,Vietnam,Middle East,Asia Pacific,Airbus A321neo,275,Government travel ban
2026-05-14,Southwest Airlines,SO3502,London,Seoul,UK,South Korea,Europe,Asia Pacific,Boeing 737-800,436,Diplomatic advisory — do not fly
2026-05-14,Kenya Airways,KE2376,Cairo,Riyadh,Egypt,Saudi Arabia,North Africa,Middle East,Boeing 777-300ER,421,Fuel supply disruption
2026-05-14,Turkish Airlines,TU602,Dubai,Frankfurt,UAE,Germany,Middle East,Europe,Boeing 737-800,137,Insurance restriction — war zone
2026-05-14,Pakistan International Airlines,PA9514,Frankfurt,Beijing,Germany,China,Europe,Asia Pacific,Airbus A320neo,392,Fuel supply disruption
2026-05-14,IndiGo,IN2849,Frankfurt,Beijing,Germany,China,Europe,Asia Pacific,Boeing 737-800,155,Security risk — conflict zone
2026-05-14,Mahan Air,MA711,London,Dubai,UK,UAE,Europe,Middle East,Boeing 777-200LR,371,Government travel ban
2026-05-14,flynas,FL4404,Madrid,Bogotá,Spain,Colombia,Europe,Latin America,Boeing 787-9 Dreamliner,411,Security risk — conflict zone
2026-05-14,Emirates SkyCargo,EM5251,Dubai,Addis Ababa,UAE,Ethiopia,Middle East,Africa,Boeing 777-200LR,126,Security risk — conflict zone
2026-05-14,Lufthansa,LU6086,Doha,Chicago,Qatar,USA,Middle East,North America,Boeing 787-9 Dreamliner,391,Crew duty-time exceedance after long reroutes
2026-05-14,Japan Airlines,JA4662,Singapore,Dubai,Singapore,UAE,Asia Pacific,Middle East,Boeing 737-800,340,Security risk — conflict zone
2026-05-14,Japan Airlines,JA2172,Delhi,Istanbul,India,Turkey,South Asia,Middle East,Airbus A330-300,231,Diplomatic advisory — do not fly
2026-05-14,Ryanair,RY1088,Islamabad,Dubai,Pakistan,UAE,South Asia,Middle East,Airbus A320neo,373,Airspace closure — NOTAM
2026-05-14,Air Algerie,AI742,Auckland,Dubai,New Zealand,UAE,Asia Pacific,Middle East,Airbus A350-900,180,Government travel ban
2026-05-14,Air Canada,AI8756,London,Bahrain,UK,Bahrain,Europe,Middle East,Boeing 777-200LR,81,Airspace closure — NOTAM
2026-05-14,flynas,FL3675,Dubai,Hanoi,UAE,Vietnam,Middle East,Asia Pacific,Airbus A340-600,407,Airport closure — military activity
2026-05-14,United Airlines,UN7143,Dubai,Shanghai,UAE,China,Middle East,Asia Pacific,Boeing 787-10 Dreamliner,217,Diplomatic advisory — do not fly
2026-05-15,Kenya Airways,KE6738,New York,Doha,USA,Qatar,North America,Middle East,Airbus A350-900,192,Temporary corridor suspension — safety bulletin
2026-05-15,Lufthansa,LU4661,London,Seoul,UK,South Korea,Europe,Asia Pacific,Airbus A380-800,412,Temporary corridor suspension — safety bulletin
2026-05-15,Southwest Airlines,SO7196,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Boeing 787-10 Dreamliner,295,Security risk — conflict zone
2026-05-15,easyJet,EA8995,Chicago,Doha,USA,Qatar,North America,Middle East,Boeing 737 MAX 8,273,Airport closure — military activity
2026-05-15,United Airlines,UN2853,Muscat,London,Oman,UK,Middle East,Europe,Airbus A380-800,370,Crew safety — company policy
2026-05-15,Ethiopian Airlines,ET9152,Dubai,Cairo,UAE,Egypt,Middle East,North Africa,Boeing 787-10 Dreamliner,436,Airport closure — military activity
2026-05-15,Royal Air Maroc,RO3112,Tokyo,London,Japan,UK,Asia Pacific,Europe,Boeing 737 MAX 8,401,Crew safety — company policy
2026-05-15,EgyptAir,EG8453,Delhi,Istanbul,India,Turkey,South Asia,Middle East,Boeing 737-800,212,Airport closure — military activity
2026-05-15,TAP Air Portugal,TA3931,Nairobi,Dubai,Kenya,UAE,Africa,Middle East,Airbus A321neo,414,Insurance restriction — war zone
2026-05-15,WestJet,WE3805,Zurich,Dubai,Switzerland,UAE,Europe,Middle East,Boeing 787-9 Dreamliner,347,Airport closure — military activity
2026-05-15,Malaysia Airlines,MA2249,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Boeing 777-200LR,423,Airspace closure — NOTAM
2026-05-15,Garuda Indonesia,GA2778,Islamabad,Riyadh,Pakistan,Saudi Arabia,South Asia,Middle East,Airbus A340-600,331,Crew safety — company policy
2026-05-15,Kuwait Airways,KU1664,New York,Riyadh,USA,Saudi Arabia,North America,Middle East,Airbus A340-600,381,Diplomatic advisory — do not fly
2026-05-15,Qatar Airways,QA7238,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Airbus A380-800,355,ATC flow restrictions — congestion
2026-05-15,Ethiopian Airlines,ET4539,London,Sydney,UK,Australia,Europe,Asia Pacific,Boeing 737 MAX 8,158,Crew duty-time exceedance after long reroutes
2026-05-15,Qatar Airways,QA5806,Cairo,Dubai,Egypt,UAE,North Africa,Middle East,Boeing 787-9 Dreamliner,153,Temporary corridor suspension — safety bulletin
2026-05-16,China Southern,CH3013,Paris,Shanghai,France,China,Europe,Asia Pacific,Boeing 777-300ER,242,Security risk — conflict zone
2026-05-16,South African Airways,SO3430,Kuala Lumpur,London,Malaysia,UK,Asia Pacific,Europe,Boeing 777-300ER,311,ATC flow restrictions — congestion
2026-05-16,Japan Airlines,JA4692,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Airbus A340-600,333,Government travel ban
2026-05-16,LATAM Airlines,LA3591,Dubai,Delhi,UAE,India,Middle East,South Asia,Boeing 737-800,389,Airport closure — military activity
2026-05-16,British Airways,BR8883,London,Santiago,UK,Chile,Europe,Latin America,Airbus A350-900,273,Crew duty-time exceedance after long reroutes
2026-05-16,Etihad Airways,ET2743,Dubai,Mumbai,UAE,India,Middle East,South Asia,Boeing 787-9 Dreamliner,173,ATC flow restrictions — congestion
2026-05-16,China Southern,CH5159,London,São Paulo,UK,Brazil,Europe,Latin America,Boeing 777-200LR,299,Insurance restriction — war zone
2026-05-16,DHL Aviation,DH4766,Warsaw,Dubai,Poland,UAE,Europe,Middle East,Boeing 737 MAX 8,174,Crew duty-time exceedance after long reroutes
2026-05-16,Finnair,FI4386,Ho Chi Minh City,Doha,Vietnam,Qatar,Asia Pacific,Middle East,Airbus A330-300,405,Insurance restriction — war zone
2026-05-16,Air France,AI8963,Ho Chi Minh City,Doha,Vietnam,Qatar,Asia Pacific,Middle East,Boeing 787-10 Dreamliner,256,Government travel ban
2026-05-16,SpiceJet,SP5542,Dubai,Seoul,UAE,South Korea,Middle East,Asia Pacific,Airbus A330-300,322,Diplomatic advisory — do not fly
2026-05-16,ANA,AN645,Sydney,Dubai,Australia,UAE,Asia Pacific,Middle East,Boeing 737 MAX 8,381,Temporary corridor suspension — safety bulletin
2026-05-16,Vietnam Airlines,VI7317,London,Beijing,UK,China,Europe,Asia Pacific,Boeing 777-200LR,367,Diplomatic advisory — do not fly
2026-05-16,Asiana Airlines,AS7137,Lisbon,Doha,Portugal,Qatar,Europe,Middle East,Boeing 777-300ER,245,Government travel ban
2026-05-16,British Airways,BR6954,Dubai,London,UAE,UK,Middle East,Europe,Boeing 777-200LR,80,Security risk — conflict zone
2026-05-16,Qantas,QA589,Abu Dhabi,Washington,UAE,USA,Middle East,North America,Airbus A350-900,281,Airport closure — military activity
2026-05-16,Kuwait Airways,KU4883,New York,Dubai,USA,UAE,North America,Middle East,Airbus A350-900,211,Government travel ban
2026-05-16,LATAM Airlines,LA7879,Dubai,Sydney,UAE,Australia,Middle East,Asia Pacific,Boeing 777-300ER,420,Temporary corridor suspension — safety bulletin
2026-05-16,Emirates SkyCargo,EM3405,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Boeing 737-800,96,Fuel supply disruption
2026-05-16,IndiGo,IN5233,Mexico City,Madrid,Mexico,Spain,Latin America,Europe,Airbus A380-800,203,Security risk — conflict zone
2026-05-16,Royal Air Maroc,RO4264,London,Doha,UK,Qatar,Europe,Middle East,Airbus A321neo,242,Fuel supply disruption
2026-05-16,Royal Air Maroc,RO9895,Dubai,Sydney,UAE,Australia,Middle East,Asia Pacific,Boeing 737-800,102,Crew safety — company policy
2026-05-16,China Eastern,CH852,Mumbai,Dubai,India,UAE,South Asia,Middle East,Airbus A340-600,147,Insurance restriction — war zone
2026-05-16,Aeromexico,AE709,Dubai,Sydney,UAE,Australia,Middle East,Asia Pacific,Airbus A340-600,98,Airport closure — military activity
2026-05-16,Aeromexico,AE5920,Casablanca,Paris,Morocco,France,Africa,Europe,Boeing 787-9 Dreamliner,105,Government travel ban
2026-05-17,South African Airways,SO3366,Los Angeles,Singapore,USA,Singapore,North America,Asia Pacific,Airbus A320neo,177,Crew safety — company policy
2026-05-17,Japan Airlines,JA995,Abu Dhabi,Sydney,UAE,Australia,Middle East,Asia Pacific,Airbus A350-900,202,ATC flow restrictions — congestion
2026-05-17,Korean Air,KO5546,London,Riyadh,UK,Saudi Arabia,Europe,Middle East,Airbus A320neo,180,Insurance restriction — war zone
2026-05-17,DHL Aviation,DH5485,São Paulo,Doha,Brazil,Qatar,Latin America,Middle East,Boeing 787-10 Dreamliner,145,Diplomatic advisory — do not fly
2026-05-17,Air China,AI726,London,Toronto,UK,Canada,Europe,North America,Airbus A321neo,322,Crew duty-time exceedance after long reroutes
2026-05-17,Air Arabia,AI7476,Moscow,Tehran,Russia,Iran,Europe,Middle East,Boeing 777-300ER,314,Diplomatic advisory — do not fly
2026-05-17,flydubai,FL4550,Dubai,Nairobi,UAE,Kenya,Middle East,Africa,Boeing 787-9 Dreamliner,346,Diplomatic advisory — do not fly
2026-05-17,Atlas Air,AT5421,Dubai,Paris,UAE,France,Middle East,Europe,Boeing 737-800,191,Security risk — conflict zone
2026-05-17,American Airlines,AM3068,Toronto,Dubai,Canada,UAE,North America,Middle East,Boeing 737-800,125,Airport closure — military activity
2026-05-17,Iberia,IB8442,Mumbai,Dubai,India,UAE,South Asia,Middle East,Boeing 737 MAX 8,345,Insurance restriction — war zone
2026-05-17,SpiceJet,SP7516,Addis Ababa,Dubai,Ethiopia,UAE,Africa,Middle East,Airbus A350-900,409,ATC flow restrictions — congestion
2026-05-17,Finnair,FI5239,Kuwait City,London,Kuwait,UK,Middle East,Europe,Boeing 737-800,321,Fuel supply disruption
2026-05-17,Japan Airlines,JA6504,London,Nairobi,UK,Kenya,Europe,Africa,Boeing 787-9 Dreamliner,368,Government travel ban
2026-05-17,Atlas Air,AT5651,Istanbul,Dubai,Turkey,UAE,Middle East,Middle East,Boeing 777-200LR,343,Security risk — conflict zone
2026-05-17,Asiana Airlines,AS2199,Washington,Abu Dhabi,USA,UAE,North America,Middle East,Boeing 737-800,81,Diplomatic advisory — do not fly
2026-05-17,Royal Air Maroc,RO6740,London,Bahrain,UK,Bahrain,Europe,Middle East,Boeing 737 MAX 8,98,Temporary corridor suspension — safety bulletin
2026-05-17,China Southern,CH7602,London,Santiago,UK,Chile,Europe,Latin America,Airbus A340-600,167,Insurance restriction — war zone
2026-05-18,FedEx Express,FE3677,Dubai,Moscow,UAE,Russia,Middle East,Europe,Boeing 737-800,394,Crew safety — company policy
2026-05-18,Turkish Airlines,TU7273,Istanbul,Delhi,Turkey,India,Middle East,South Asia,Airbus A340-600,244,Security risk — conflict zone
2026-05-18,Japan Airlines,JA2357,Paris,Dubai,France,UAE,Europe,Middle East,Boeing 737-800,202,Security risk — conflict zone
2026-05-18,Jazeera Airways,JA3519,Dubai,São Paulo,UAE,Brazil,Middle East,Latin America,Airbus A350-900,343,Temporary corridor suspension — safety bulletin
2026-05-18,Mahan Air,MA6163,Moscow,Tehran,Russia,Iran,Europe,Middle East,Boeing 787-10 Dreamliner,191,Security risk — conflict zone
2026-05-18,Emirates SkyCargo,EM1783,New York,Dubai,USA,UAE,North America,Middle East,Boeing 737 MAX 8,193,ATC flow restrictions — congestion
2026-05-18,South African Airways,SO1880,Dubai,Chicago,UAE,USA,Middle East,North America,Boeing 737-800,197,Insurance restriction — war zone
2026-05-18,flydubai,FL799,Islamabad,Dubai,Pakistan,UAE,South Asia,Middle East,Airbus A380-800,149,Security risk — conflict zone
2026-05-18,Air New Zealand,AI7381,Addis Ababa,London,Ethiopia,UK,Africa,Europe,Boeing 787-10 Dreamliner,228,Security risk — conflict zone
2026-05-18,Japan Airlines,JA3686,Nairobi,London,Kenya,UK,Africa,Europe,Boeing 777-300ER,263,ATC flow restrictions — congestion
2026-05-18,Emirates SkyCargo,EM345,Santiago,London,Chile,UK,Latin America,Europe,Airbus A320neo,371,Security risk — conflict zone
2026-05-18,flynas,FL783,Kuwait City,London,Kuwait,UK,Middle East,Europe,Airbus A321neo,382,Airport closure — military activity
2026-05-18,Oman Air,OM3705,London,Tokyo,UK,Japan,Europe,Asia Pacific,Airbus A350-900,184,Temporary corridor suspension — safety bulletin
2026-05-18,Avianca,AV2855,Cairo,Riyadh,Egypt,Saudi Arabia,North Africa,Middle East,Boeing 787-9 Dreamliner,393,Temporary corridor suspension — safety bulletin
2026-05-18,Southwest Airlines,SO1624,Dubai,Jakarta,UAE,Indonesia,Middle East,Asia Pacific,Boeing 787-10 Dreamliner,152,Security risk — conflict zone
2026-05-18,Malaysia Airlines,MA7027,Moscow,Tehran,Russia,Iran,Europe,Middle East,Boeing 787-10 Dreamliner,293,Crew safety — company policy
2026-05-19,Oman Air,OM4924,Singapore,Sydney,Singapore,Australia,Asia Pacific,Asia Pacific,Boeing 737 MAX 8,133,Airport closure — military activity
2026-05-19,SAS,SA7679,Dubai,London,UAE,UK,Middle East,Europe,Airbus A350-900,180,Fuel supply disruption
2026-05-19,Aeromexico,AE5025,Nairobi,London,Kenya,UK,Africa,Europe,Airbus A350-900,343,Government travel ban
2026-05-19,Iberia,IB2321,Dubai,Warsaw,UAE,Poland,Middle East,Europe,Airbus A380-800,171,Government travel ban
2026-05-19,Ryanair,RY3123,London,Tokyo,UK,Japan,Europe,Asia Pacific,Boeing 777-200LR,232,Airspace closure — NOTAM
2026-05-19,SpiceJet,SP4890,Madrid,Doha,Spain,Qatar,Europe,Middle East,Airbus A380-800,400,Fuel supply disruption
2026-05-19,Garuda Indonesia,GA8578,Kuwait City,Cairo,Kuwait,Egypt,Middle East,North Africa,Boeing 787-10 Dreamliner,440,Airport closure — military activity
2026-05-19,WestJet,WE3074,Dubai,Frankfurt,UAE,Germany,Middle East,Europe,Airbus A350-900,334,Insurance restriction — war zone
2026-05-19,Singapore Airlines,SI8919,Zurich,Dubai,Switzerland,UAE,Europe,Middle East,Boeing 737-800,370,Insurance restriction — war zone
2026-05-19,LOT Polish Airlines,LO1262,Bogotá,Madrid,Colombia,Spain,Latin America,Europe,Airbus A340-600,145,Fuel supply disruption
2026-05-19,Gulf Air,GU7522,Tokyo,London,Japan,UK,Asia Pacific,Europe,Airbus A380-800,307,Fuel supply disruption
2026-05-19,Atlas Air,AT1037,London,Singapore,UK,Singapore,Europe,Asia Pacific,Airbus A340-600,354,Crew safety — company policy
