date,airline,flight_number,origin,destination,origin_country,destination_country,origin_region,destination_region,original_route,new_route,original_distance_km,new_distance_km,additional_distance_km,extra_fuel_cost_usd,delay_hours
2026-05-16,IndiGo,IN5715,São Paulo,Doha,Brazil,Qatar,Latin America,Middle East,Direct Middle East overfly,Via Central Asian detour,10685,12202,1517,9070.23,0.6
2026-05-16,Azul Brazilian Airlines,AZ5584,Dubai,Frankfurt,UAE,Germany,Middle East,Europe,Via Strait of Hormuz,Via Red Sea–Suez route,4355,5331,976,5832.48,1.4
2026-05-16,FedEx Express,FE3074,Dubai,Mumbai,UAE,India,Middle East,South Asia,Via Baghdad FIR,Via Ankara–Baku corridor,3715,4640,925,4616.22,1.2
2026-05-16,Wizz Air,WI8191,Paris,Dubai,France,UAE,Europe,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,3182,4255,1073,5887.87,1.3
2026-05-16,Turkish Airlines,TU1641,Dubai,Nairobi,UAE,Kenya,Middle East,Africa,Direct Gulf route,Via Jordan–Egypt alternate,7281,8273,992,4109.87,2.3
2026-05-16,Lufthansa,LU6278,Dubai,Kuala Lumpur,UAE,Malaysia,Middle East,Asia Pacific,Via Strait of Hormuz,Via Red Sea–Suez route,6634,7807,1173,5519.11,1.0
2026-05-17,Etihad Airways,ET2302,Dubai,Johannesburg,UAE,South Africa,Middle East,Africa,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3596,5592,1996,12588.37,4.1
2026-05-17,Pakistan International Airlines,PA3310,Dubai,Bahrain,UAE,Bahrain,Middle East,Middle East,Via Persian Gulf,Via Indian Ocean southern route,4273,5923,1650,9734.27,3.6
2026-05-17,Japan Airlines,JA7848,Singapore,Sydney,Singapore,Australia,Asia Pacific,Asia Pacific,Direct Gulf route,Via Jordan–Egypt alternate,10804,11218,414,1624.77,0.5
2026-05-17,UPS Airlines,UP4020,Auckland,Singapore,New Zealand,Singapore,Asia Pacific,Asia Pacific,Via Strait of Hormuz,Via Red Sea–Suez route,10480,11223,743,4831.5,1.2
2026-05-17,SpiceJet,SP2402,Dubai,Auckland,UAE,New Zealand,Middle East,Asia Pacific,Via Baghdad FIR,Via Ankara–Baku corridor,6471,7653,1182,7556.26,1.1
2026-05-17,Kuwait Airways,KU318,Vancouver,Dubai,Canada,UAE,North America,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,7429,8118,689,4018.55,4.7
2026-05-17,Air France,AI8837,New York,Doha,USA,Qatar,North America,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,9033,9862,829,3368.3,2.8
2026-05-17,British Airways,BR4337,Sydney,Dubai,Australia,UAE,Asia Pacific,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6029,7848,1819,7869.43,0.9
2026-05-17,Korean Air,KO8890,Sydney,Singapore,Australia,Singapore,Asia Pacific,Asia Pacific,Via Strait of Hormuz,Via Red Sea–Suez route,7802,9307,1505,7052.45,3.4
2026-05-17,Emirates,EM9316,Seoul,London,South Korea,UK,Asia Pacific,Europe,Direct Middle East overfly,Via Central Asian detour,4895,7076,2181,9222.93,4.7
2026-05-18,China Eastern,CH5084,Doha,Paris,Qatar,France,Middle East,Europe,Via Strait of Hormuz,Via Red Sea–Suez route,11238,12987,1749,10352.71,3.9
2026-05-18,Japan Airlines,JA3902,Moscow,Tehran,Russia,Iran,Europe,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,9046,9829,783,4359.82,4.0
2026-05-18,British Airways,BR766,Singapore,London,Singapore,UK,Asia Pacific,Europe,Direct Tehran overfly,Via Ashgabat–Almaty route,4265,6015,1750,8982.47,2.1
2026-05-18,flydubai,FL865,Doha,Los Angeles,Qatar,USA,Middle East,North America,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4327,6491,2164,8957.61,2.9
2026-05-18,Copa Airlines,CO8662,Paris,Casablanca,France,Morocco,Europe,Africa,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,5066,7167,2101,13018.35,0.7
2026-05-18,ANA,AN9083,Mumbai,Dubai,India,UAE,South Asia,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,10617,11731,1114,6887.75,3.5
2026-05-18,China Eastern,CH1590,Doha,Lisbon,Qatar,Portugal,Middle East,Europe,Via Baghdad FIR,Via Ankara–Baku corridor,4239,5569,1330,6215.61,1.5
2026-05-18,Oman Air,OM9422,New York,Dubai,USA,UAE,North America,Middle East,Via Persian Gulf,Via Indian Ocean southern route,2444,4257,1813,7960.14,3.6
2026-05-18,LOT Polish Airlines,LO7243,Paris,Doha,France,Qatar,Europe,Middle East,Via Persian Gulf,Via Indian Ocean southern route,10875,13481,2606,17922.44,5.8
2026-05-18,EgyptAir,EG6842,Dubai,Frankfurt,UAE,Germany,Middle East,Europe,Via Persian Gulf,Via Indian Ocean southern route,6030,7714,1684,7148.66,1.9
2026-05-18,Garuda Indonesia,GA6754,Tokyo,Dubai,Japan,UAE,Asia Pacific,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,10256,11842,1586,8981.26,2.7
2026-05-18,Delta Air Lines,DE9227,Dubai,Mumbai,UAE,India,Middle East,South Asia,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,7703,10084,2381,15127.63,0.5
2026-05-18,IndiGo,IN3416,Singapore,Tokyo,Singapore,Japan,Asia Pacific,Asia Pacific,Direct Gulf route,Via Jordan–Egypt alternate,10192,10638,446,2524.76,1.8
2026-05-18,Royal Air Maroc,RO2058,Doha,São Paulo,Qatar,Brazil,Middle East,Latin America,Direct Gulf route,Via Jordan–Egypt alternate,11892,12331,439,2251.59,4.2
2026-05-18,China Southern,CH3747,Washington,Abu Dhabi,USA,UAE,North America,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,3846,4727,881,5941.89,2.5
2026-05-18,Iberia,IB5928,Johannesburg,London,South Africa,UK,Africa,Europe,Via Baghdad FIR,Via Ankara–Baku corridor,4082,5241,1159,4391.43,4.0
2026-05-19,Atlas Air,AT2201,Paris,Beirut,France,Lebanon,Europe,Middle East,Direct Middle East overfly,Via Central Asian detour,3266,5660,2394,16362.3,3.8
2026-05-19,Ethiopian Airlines,ET8309,Dubai,London,UAE,UK,Middle East,Europe,Direct Middle East overfly,Via Central Asian detour,8809,10859,2050,13463.74,2.0
2026-05-19,ANA,AN1554,Zurich,Dubai,Switzerland,UAE,Europe,Middle East,Direct Middle East overfly,Via Central Asian detour,6034,8343,2309,8628.49,0.9
2026-05-19,Vietnam Airlines,VI7181,Moscow,Tehran,Russia,Iran,Europe,Middle East,Via Persian Gulf,Via Indian Ocean southern route,5981,8312,2331,15370.18,3.1
2026-05-19,Air Arabia,AI6992,London,Singapore,UK,Singapore,Europe,Asia Pacific,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4047,5695,1648,10370.0,0.8
2026-05-19,LOT Polish Airlines,LO7050,Tokyo,London,Japan,UK,Asia Pacific,Europe,Via Baghdad FIR,Via Ankara–Baku corridor,8905,9610,705,3435.57,4.3
2026-05-19,Emirates,EM2542,London,Mexico City,UK,Mexico,Europe,Latin America,Via Baghdad FIR,Via Ankara–Baku corridor,8390,9424,1034,7119.16,1.3
2026-05-19,Asiana Airlines,AS6805,Moscow,Doha,Russia,Qatar,Europe,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,5768,7189,1421,7809.56,2.1
2026-05-19,ANA,AN6690,Singapore,Dubai,Singapore,UAE,Asia Pacific,Middle East,Via Persian Gulf,Via Indian Ocean southern route,5197,7852,2655,9867.98,0.5
2026-05-19,Kenya Airways,KE7204,Doha,Chicago,Qatar,USA,Middle East,North America,Via Strait of Hormuz,Via Red Sea–Suez route,11242,12147,905,5267.0,2.0
2026-05-19,Royal Air Maroc,RO513,Auckland,Dubai,New Zealand,UAE,Asia Pacific,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,7902,8473,571,3312.16,5.9
2026-05-19,Swiss International Air Lines,SW3175,Tokyo,Singapore,Japan,Singapore,Asia Pacific,Asia Pacific,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,11195,13698,2503,15774.28,5.3
2026-05-19,Iberia,IB4059,Dubai,Chicago,UAE,USA,Middle East,North America,Direct Gulf route,Via Jordan–Egypt alternate,6601,7291,690,2812.94,5.1
2026-05-19,Southwest Airlines,SO2224,Dubai,Frankfurt,UAE,Germany,Middle East,Europe,Via Strait of Hormuz,Via Red Sea–Suez route,5435,7212,1777,11453.73,0.7
2026-05-19,Oman Air,OM5541,Frankfurt,Dubai,Germany,UAE,Europe,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,5877,7665,1788,8739.45,2.9
2026-05-19,SAS,SA9914,Doha,São Paulo,Qatar,Brazil,Middle East,Latin America,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,5576,6934,1358,6643.78,5.7
2026-05-19,Air New Zealand,AI2168,Beijing,Dubai,China,UAE,Asia Pacific,Middle East,Via Persian Gulf,Via Indian Ocean southern route,4926,7943,3017,13892.52,3.1
2026-05-19,Etihad Airways,ET5831,Madrid,Doha,Spain,Qatar,Europe,Middle East,Direct Middle East overfly,Via Central Asian detour,10360,11324,964,5675.09,4.9
2026-05-19,Royal Air Maroc,RO5222,Seoul,London,South Korea,UK,Asia Pacific,Europe,Direct Tehran overfly,Via Ashgabat–Almaty route,10919,12457,1538,9011.33,1.6
2026-05-20,Cathay Pacific,CA3999,Dubai,Nairobi,UAE,Kenya,Middle East,Africa,Via Persian Gulf,Via Indian Ocean southern route,3301,4786,1485,10014.38,1.6
2026-05-20,Thai Airways,TH7820,Santiago,Dubai,Chile,UAE,Latin America,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,5923,7485,1562,8814.18,2.9
2026-05-20,United Airlines,UN698,Doha,São Paulo,Qatar,Brazil,Middle East,Latin America,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,4757,5995,1238,7206.65,1.5
2026-05-20,Vietnam Airlines,VI5198,Dubai,Kuala Lumpur,UAE,Malaysia,Middle East,Asia Pacific,Direct Gulf route,Via Jordan–Egypt alternate,7561,8539,978,4479.25,5.2
2026-05-20,flynas,FL3849,Dubai,Tokyo,UAE,Japan,Middle East,Asia Pacific,Via Persian Gulf,Via Indian Ocean southern route,4286,7439,3153,14231.96,5.0
2026-05-20,American Airlines,AM1041,Dubai,Amman,UAE,Jordan,Middle East,Middle East,Direct Middle East overfly,Via Central Asian detour,5137,6934,1797,6981.6,1.0
2026-05-20,Iran Air,IR1651,Abu Dhabi,London,UAE,UK,Middle East,Europe,Via Persian Gulf,Via Indian Ocean southern route,6477,8161,1684,10602.14,5.9
2026-05-20,Copa Airlines,CO4039,Auckland,Dubai,New Zealand,UAE,Asia Pacific,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,7379,8752,1373,9597.18,5.0
2026-05-21,Atlas Air,AT9352,Tehran,Beijing,Iran,China,Middle East,Asia Pacific,Via Strait of Hormuz,Via Red Sea–Suez route,8411,9492,1081,4434.36,1.5
2026-05-21,Kenya Airways,KE1046,Beijing,Frankfurt,China,Germany,Asia Pacific,Europe,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,2702,4038,1336,5730.22,3.6
2026-05-21,Qantas,QA734,London,Addis Ababa,UK,Ethiopia,Europe,Africa,Via Persian Gulf,Via Indian Ocean southern route,10086,13314,3228,18268.7,2.5
2026-05-21,Jazeera Airways,JA7806,Doha,Los Angeles,Qatar,USA,Middle East,North America,Direct Tehran overfly,Via Ashgabat–Almaty route,11103,12392,1289,6696.43,5.7
2026-05-21,Turkish Airlines,TU9648,Toronto,Dubai,Canada,UAE,North America,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,3295,4692,1397,8519.94,1.8
2026-05-21,FedEx Express,FE5845,Kuwait City,London,Kuwait,UK,Middle East,Europe,Via Persian Gulf,Via Indian Ocean southern route,2218,3446,1228,8422.17,2.0
2026-05-21,Emirates,EM4897,London,Mexico City,UK,Mexico,Europe,Latin America,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3237,4638,1401,7196.49,0.8
2026-05-21,Jazeera Airways,JA6118,London,Los Angeles,UK,USA,Europe,North America,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,11026,13514,2488,13008.46,5.1
2026-05-21,South African Airways,SO1305,Muscat,London,Oman,UK,Middle East,Europe,Via Persian Gulf,Via Indian Ocean southern route,9370,11349,1979,8286.81,2.5
2026-05-21,Air Algerie,AI3934,Paris,Doha,France,Qatar,Europe,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,7817,8665,848,5753.27,4.5
2026-05-21,Swiss International Air Lines,SW5931,Zurich,Dubai,Switzerland,UAE,Europe,Middle East,Direct Middle East overfly,Via Central Asian detour,4581,6673,2092,14140.45,3.9
2026-05-21,Atlas Air,AT1711,São Paulo,Doha,Brazil,Qatar,Latin America,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,5900,8073,2173,11303.91,3.8
2026-05-21,IndiGo,IN374,São Paulo,London,Brazil,UK,Latin America,Europe,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,6833,7908,1075,6337.68,2.9
2026-05-22,Mahan Air,MA3947,Shanghai,Paris,China,France,Asia Pacific,Europe,Direct Gulf route,Via Jordan–Egypt alternate,2336,3229,893,5720.83,4.1
2026-05-22,Royal Air Maroc,RO8646,Madrid,Doha,Spain,Qatar,Europe,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,6267,8075,1808,9993.43,4.1
2026-05-22,Ryanair,RY7331,Paris,Beirut,France,Lebanon,Europe,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,3683,4470,787,4201.96,3.8
2026-05-22,Etihad Airways,ET4720,Cairo,Kuwait City,Egypt,Kuwait,North Africa,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,6937,8345,1408,8921.81,4.9
2026-05-22,Southwest Airlines,SO6056,Seoul,Dubai,South Korea,UAE,Asia Pacific,Middle East,Direct Middle East overfly,Via Central Asian detour,8614,9809,1195,4846.02,1.3
2026-05-22,Swiss International Air Lines,SW9894,Doha,New York,Qatar,USA,Middle East,North America,Direct Tehran overfly,Via Ashgabat–Almaty route,11367,12734,1367,7069.07,2.2
2026-05-22,UPS Airlines,UP995,Doha,Madrid,Qatar,Spain,Middle East,Europe,Via Persian Gulf,Via Indian Ocean southern route,3958,7374,3416,15924.81,3.3
2026-05-22,ANA,AN7031,London,Abu Dhabi,UK,UAE,Europe,Middle East,Via Persian Gulf,Via Indian Ocean southern route,4642,6063,1421,6482.25,5.2
2026-05-22,DHL Aviation,DH597,London,Abu Dhabi,UK,UAE,Europe,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,8607,9387,780,4885.66,2.4
2026-05-22,Iberia,IB5861,Johannesburg,London,South Africa,UK,Africa,Europe,Via Strait of Hormuz,Via Red Sea–Suez route,7865,8495,630,3423.28,2.2
2026-05-22,TAP Air Portugal,TA894,Kuwait City,Cairo,Kuwait,Egypt,Middle East,North Africa,Via Persian Gulf,Via Indian Ocean southern route,2520,5877,3357,19874.0,5.9
2026-05-22,Kenya Airways,KE3394,Dubai,Frankfurt,UAE,Germany,Middle East,Europe,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4900,6134,1234,4523.35,1.4
2026-05-23,Iran Air,IR7400,Shanghai,Paris,China,France,Asia Pacific,Europe,Via Baghdad FIR,Via Ankara–Baku corridor,3731,4377,646,4192.76,4.0
2026-05-23,flynas,FL1738,Istanbul,Karachi,Turkey,Pakistan,Middle East,South Asia,Direct Middle East overfly,Via Central Asian detour,9743,11637,1894,7201.31,2.0
2026-05-23,Air China,AI9845,Dubai,Madrid,UAE,Spain,Middle East,Europe,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,6734,7806,1072,4727.1,3.3
2026-05-23,Singapore Airlines,SI9014,Stockholm,Dubai,Sweden,UAE,Europe,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,11747,13263,1516,8876.84,2.4
2026-05-23,Vietnam Airlines,VI7996,Doha,Moscow,Qatar,Russia,Middle East,Europe,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,10183,11776,1593,10834.56,1.3
2026-05-23,Air Arabia,AI7641,Dubai,Singapore,UAE,Singapore,Middle East,Asia Pacific,Via Baghdad FIR,Via Ankara–Baku corridor,8242,9168,926,6063.03,5.7
2026-05-23,Swiss International Air Lines,SW6238,Doha,Addis Ababa,Qatar,Ethiopia,Middle East,Africa,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9264,10888,1624,9816.41,3.7
2026-05-23,Singapore Airlines,SI3889,Doha,Mumbai,Qatar,India,Middle East,South Asia,Via Baghdad FIR,Via Ankara–Baku corridor,11808,12434,626,2995.15,4.1
2026-05-23,ANA,AN3149,Istanbul,Karachi,Turkey,Pakistan,Middle East,South Asia,Via Persian Gulf,Via Indian Ocean southern route,10030,13219,3189,13246.69,5.6
2026-05-23,Mahan Air,MA6534,São Paulo,London,Brazil,UK,Latin America,Europe,Direct Tehran overfly,Via Ashgabat–Almaty route,9552,10356,804,5075.4,3.8
2026-05-23,IndiGo,IN3242,Hanoi,Dubai,Vietnam,UAE,Asia Pacific,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,4029,4670,641,2591.15,5.1
2026-05-23,Atlas Air,AT2180,Moscow,Tehran,Russia,Iran,Europe,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,11643,12396,753,4841.8,3.5
2026-05-23,Japan Airlines,JA5289,Cairo,Dubai,Egypt,UAE,North Africa,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,6662,8054,1392,9569.13,2.6
2026-05-23,Ryanair,RY7774,Auckland,Dubai,New Zealand,UAE,Asia Pacific,Middle East,Via Persian Gulf,Via Indian Ocean southern route,9600,11932,2332,12123.11,1.7
2026-05-23,Jazeera Airways,JA912,São Paulo,London,Brazil,UK,Latin America,Europe,Direct Gulf route,Via Jordan–Egypt alternate,4520,5664,1144,6437.32,4.4
2026-05-23,Kenya Airways,KE3253,Karachi,Istanbul,Pakistan,Turkey,South Asia,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,6330,7325,995,4840.49,5.3
2026-05-23,Qatar Airways,QA359,Kuala Lumpur,Dubai,Malaysia,UAE,Asia Pacific,Middle East,Via Persian Gulf,Via Indian Ocean southern route,4171,5591,1420,9498.14,1.2
2026-05-23,EgyptAir,EG5119,Mumbai,Kuwait City,India,Kuwait,South Asia,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,9121,10282,1161,5948.36,4.4
2026-05-23,Delta Air Lines,DE559,Dubai,Bahrain,UAE,Bahrain,Middle East,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,6379,7464,1085,4663.22,2.5
2026-05-23,easyJet,EA3277,Paris,Doha,France,Qatar,Europe,Middle East,Via Persian Gulf,Via Indian Ocean southern route,8785,11941,3156,19800.52,4.5
2026-05-23,Jazeera Airways,JA3338,Shanghai,Paris,China,France,Asia Pacific,Europe,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,11115,12130,1015,3598.15,3.2
2026-05-23,Japan Airlines,JA4414,Seoul,Dubai,South Korea,UAE,Asia Pacific,Middle East,Direct Middle East overfly,Via Central Asian detour,7816,10106,2290,12777.28,3.5
2026-05-24,Gulf Air,GU6737,Dubai,New York,UAE,USA,Middle East,North America,Direct Middle East overfly,Via Central Asian detour,11200,12172,972,5323.32,3.1
2026-05-24,Air India,AI4194,Seoul,Dubai,South Korea,UAE,Asia Pacific,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,6723,8382,1659,5915.62,2.3
2026-05-24,Kuwait Airways,KU2777,London,Sydney,UK,Australia,Europe,Asia Pacific,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8342,9673,1331,8550.1,5.7
2026-05-24,China Southern,CH6389,Kuwait City,Cairo,Kuwait,Egypt,Middle East,North Africa,Via Baghdad FIR,Via Ankara–Baku corridor,6301,6872,571,3687.14,1.3
2026-05-24,Malaysia Airlines,MA2709,Dubai,New York,UAE,USA,Middle East,North America,Via Baghdad FIR,Via Ankara–Baku corridor,10405,11676,1271,7858.15,0.6
2026-05-24,Air Canada,AI9823,New York,Doha,USA,Qatar,North America,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,5392,6871,1479,5332.63,5.4
2026-05-24,Air Algerie,AI9689,Helsinki,Dubai,Finland,UAE,Europe,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,8752,9814,1062,5669.57,3.0
2026-05-24,Southwest Airlines,SO8170,Sydney,Dubai,Australia,UAE,Asia Pacific,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9480,12075,2595,12374.15,3.4
2026-05-24,easyJet,EA6615,Dubai,Shanghai,UAE,China,Middle East,Asia Pacific,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6095,8757,2662,17655.89,3.0
2026-05-24,LOT Polish Airlines,LO1458,Doha,Addis Ababa,Qatar,Ethiopia,Middle East,Africa,Via Baghdad FIR,Via Ankara–Baku corridor,4142,5114,972,5086.07,0.8
2026-05-24,Qatar Airways,QA1288,Dubai,Santiago,UAE,Chile,Middle East,Latin America,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8839,10796,1957,10597.57,3.7
2026-05-24,Asiana Airlines,AS4262,London,Doha,UK,Qatar,Europe,Middle East,Via Persian Gulf,Via Indian Ocean southern route,8219,11454,3235,16523.65,3.5
2026-05-24,American Airlines,AM441,Istanbul,Karachi,Turkey,Pakistan,Middle East,South Asia,Via Strait of Hormuz,Via Red Sea–Suez route,5719,6519,800,3640.25,5.6
2026-05-25,Aeromexico,AE3672,London,Addis Ababa,UK,Ethiopia,Europe,Africa,Direct Tehran overfly,Via Ashgabat–Almaty route,2465,4139,1674,7114.42,5.8
2026-05-25,Air New Zealand,AI5389,Dubai,Casablanca,UAE,Morocco,Middle East,Africa,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,5863,7454,1591,6909.78,5.9
2026-05-25,TAP Air Portugal,TA7834,Chicago,Doha,USA,Qatar,North America,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,10422,11181,759,3421.42,3.9
2026-05-25,Vietnam Airlines,VI6929,Abu Dhabi,London,UAE,UK,Middle East,Europe,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,2541,4702,2161,12932.26,5.1
2026-05-25,Air Arabia,AI1206,Dubai,London,UAE,UK,Middle East,Europe,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,11511,12428,917,3986.78,5.6
2026-05-25,flynas,FL393,Doha,London,Qatar,UK,Middle East,Europe,Via Persian Gulf,Via Indian Ocean southern route,8524,10214,1690,8169.75,5.1
2026-05-25,Air Arabia,AI4163,London,Santiago,UK,Chile,Europe,Latin America,Direct Tehran overfly,Via Ashgabat–Almaty route,11791,13218,1427,8531.13,4.2
2026-05-25,Jazeera Airways,JA3246,Frankfurt,Dubai,Germany,UAE,Europe,Middle East,Via Persian Gulf,Via Indian Ocean southern route,11821,15291,3470,23883.08,1.9
2026-05-25,WestJet,WE9638,Istanbul,Dubai,Turkey,UAE,Middle East,Middle East,Via Persian Gulf,Via Indian Ocean southern route,4626,7726,3100,17600.45,4.7
2026-05-25,Mahan Air,MA4205,Addis Ababa,Dubai,Ethiopia,UAE,Africa,Middle East,Via Persian Gulf,Via Indian Ocean southern route,6810,10048,3238,21120.15,5.6
2026-05-25,flynas,FL7836,Kuala Lumpur,London,Malaysia,UK,Asia Pacific,Europe,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6270,7437,1167,7922.89,5.5
2026-05-25,Iberia,IB3078,Mexico City,London,Mexico,UK,Latin America,Europe,Direct Middle East overfly,Via Central Asian detour,4400,6424,2024,13966.66,4.2
2026-05-25,Pakistan International Airlines,PA7560,Dubai,Addis Ababa,UAE,Ethiopia,Middle East,Africa,Direct Gulf route,Via Jordan–Egypt alternate,9058,10176,1118,4000.38,2.0
2026-05-25,Emirates SkyCargo,EM8596,London,Sydney,UK,Australia,Europe,Asia Pacific,Direct Tehran overfly,Via Ashgabat–Almaty route,9216,10511,1295,8986.42,6.0
2026-05-25,Wizz Air,WI6216,Doha,Lahore,Qatar,Pakistan,Middle East,South Asia,Via Baghdad FIR,Via Ankara–Baku corridor,9632,10745,1113,7749.81,6.0
2026-05-25,Emirates,EM2881,Madrid,Bogotá,Spain,Colombia,Europe,Latin America,Via Baghdad FIR,Via Ankara–Baku corridor,11049,12289,1240,5076.49,2.9
2026-05-26,South African Airways,SO9174,São Paulo,Doha,Brazil,Qatar,Latin America,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,10195,10933,738,4647.05,5.7
2026-05-26,LOT Polish Airlines,LO9223,Dubai,Frankfurt,UAE,Germany,Middle East,Europe,Via Baghdad FIR,Via Ankara–Baku corridor,2997,4203,1206,7443.98,5.6
2026-05-26,Emirates,EM217,Washington,Abu Dhabi,USA,UAE,North America,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,4747,6458,1711,10841.57,2.1
2026-05-26,Avianca,AV2450,Dubai,Frankfurt,UAE,Germany,Middle East,Europe,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3830,4944,1114,7619.37,5.3
2026-05-26,China Southern,CH584,London,Los Angeles,UK,USA,Europe,North America,Via Baghdad FIR,Via Ankara–Baku corridor,2632,3272,640,3692.56,1.5
2026-05-26,LOT Polish Airlines,LO5625,Bangkok,Dubai,Thailand,UAE,Asia Pacific,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,3204,4796,1592,5644.34,1.8
2026-05-26,Emirates SkyCargo,EM8128,Dubai,Vancouver,UAE,Canada,Middle East,North America,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,2933,4139,1206,6241.0,4.7
2026-05-26,WestJet,WE3730,Istanbul,Karachi,Turkey,Pakistan,Middle East,South Asia,Direct Middle East overfly,Via Central Asian detour,9152,10938,1786,10053.09,5.5
2026-05-26,Air China,AI1454,Amman,Dubai,Jordan,UAE,Middle East,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,6583,7412,829,3180.97,2.9
2026-05-26,Cargolux,CA318,Nairobi,Dubai,Kenya,UAE,Africa,Middle East,Via Persian Gulf,Via Indian Ocean southern route,3723,6456,2733,16981.02,0.7
2026-05-26,Air Algerie,AI9492,Kuala Lumpur,Dubai,Malaysia,UAE,Asia Pacific,Middle East,Via Persian Gulf,Via Indian Ocean southern route,7217,10071,2854,14201.47,2.9
2026-05-26,Finnair,FI8318,Doha,Madrid,Qatar,Spain,Middle East,Europe,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,4547,6113,1566,9260.43,1.5
2026-05-26,Royal Air Maroc,RO613,Dubai,Kuala Lumpur,UAE,Malaysia,Middle East,Asia Pacific,Direct Gulf route,Via Jordan–Egypt alternate,4225,5348,1123,6971.54,3.7
2026-05-26,easyJet,EA2721,Tehran,Beijing,Iran,China,Middle East,Asia Pacific,Via Persian Gulf,Via Indian Ocean southern route,3680,7104,3424,17624.16,4.3
2026-05-26,UPS Airlines,UP8910,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Direct Gulf route,Via Jordan–Egypt alternate,11923,12530,607,3523.65,4.6
2026-05-26,Aeroflot,AE619,Paris,Casablanca,France,Morocco,Europe,Africa,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,5788,8164,2376,9401.8,5.2
2026-05-26,Kuwait Airways,KU9709,Beijing,Frankfurt,China,Germany,Asia Pacific,Europe,Via Baghdad FIR,Via Ankara–Baku corridor,7463,8901,1438,5846.54,1.8
